Student_ID,Professor_ID,Student_Gender,Professor_Gender,Faculty,Satisfaction_Score
S01625,P092,Male,Female,Humanities,7.9
S01611,P091,Male,Female,Humanities,9.5
S01103,P064,Female,Female,Law,9.5
S02231,P128,Female,Male,Translation,8.6
S00156,P008,Male,Female,Economics,7.7
S01880,P110,Male,Female,Translation,7.9
S01018,P060,Female,Female,Law,8.9
S00752,P045,Male,Male,Engineering,7.0
S00078,P005,Female,Female,Economics,8.8
S00632,P039,Female,Male,Engineering,8.6
S00508,P031,Female,Female,Engineering,9.1
S00281,P016,Male,Male,Economics,7.7
S01913,P112,Female,Female,Translation,6.6
S02089,P121,Female,Male,Translation,9.7
S00462,P027,Male,Male,Economics,5.3
S01078,P063,Male,Female,Law,8.7
S01660,P095,Female,Female,Humanities,9.4
S00862,P053,Male,Male,Engineering,7.7
S01181,P068,Female,Male,Law,8.9
S01052,P062,Female,Female,Law,8.6
S00517,P031,Male,Female,Engineering,8.1
S01718,P100,Female,Male,Humanities,6.2
S02040,P119,Female,Female,Translation,5.2
S00628,P039,Female,Male,Engineering,7.0
S00615,P038,Female,Male,Engineering,9.4
S00718,P043,Male,Male,Engineering,7.9
S01214,P070,Female,Male,Law,8.0
S00715,P043,Male,Male,Engineering,10.0
S00541,P033,Female,Female,Engineering,6.5
S00648,P040,Female,Male,Engineering,7.6
S00265,P016,Female,Male,Economics,6.5
S00701,P042,Female,Male,Engineering,7.6
S01927,P113,Female,Female,Translation,6.0
S00242,P014,Male,Male,Economics,6.6
S00647,P040,Female,Male,Engineering,8.1
S01345,P076,Male,Male,Law,7.7
S01635,P093,Female,Female,Humanities,8.8
S01717,P100,Female,Male,Humanities,7.8
S02027,P118,Male,Female,Translation,7.7
S02155,P125,Female,Male,Translation,7.8
S00892,P054,Male,Male,Engineering,8.2
S00973,P058,Female,Female,Law,9.1
S00333,P019,Female,Male,Economics,7.4
S00890,P054,Female,Male,Engineering,6.7
S00945,P056,Male,Male,Engineering,4.5
S00087,P005,Female,Female,Economics,6.0
S01640,P093,Female,Female,Humanities,8.1
S00262,P016,Female,Male,Economics,6.8
S01024,P061,Female,Female,Law,8.7
S02130,P123,Female,Male,Translation,6.7
S01690,P097,Male,Male,Humanities,7.2
S00935,P056,Male,Male,Engineering,7.7
S02197,P126,Female,Male,Translation,8.7
S02077,P120,Male,Female,Translation,8.5
S01833,P108,Female,Female,Translation,5.7
S02158,P125,Female,Male,Translation,7.8
S00835,P051,Male,Male,Engineering,6.5
S02075,P120,Male,Female,Translation,8.7
S01310,P075,Female,Male,Law,8.3
S01890,P111,Male,Female,Translation,6.4
S00429,P026,Female,Male,Economics,5.6
S01090,P063,Male,Female,Law,7.6
S01440,P081,Female,Female,Humanities,9.0
S00777,P047,Female,Male,Engineering,8.3
S02179,P125,Male,Male,Translation,9.9
S01226,P070,Male,Male,Law,7.0
S01612,P091,Male,Female,Humanities,7.8
S00813,P050,Female,Male,Engineering,8.6
S00570,P035,Female,Female,Engineering,7.6
S02116,P122,Female,Male,Translation,7.2
S00956,P057,Male,Female,Law,7.3
S00168,P009,Female,Female,Economics,8.9
S01595,P090,Male,Female,Humanities,5.8
S00884,P054,Female,Male,Engineering,7.7
S00290,P017,Female,Male,Economics,6.2
S00614,P038,Female,Male,Engineering,7.4
S00308,P017,Male,Male,Economics,8.8
S01304,P074,Male,Male,Law,7.3
S00920,P055,Female,Male,Engineering,8.1
S01630,P092,Male,Female,Humanities,8.8
S01841,P109,Female,Female,Translation,9.8
S01085,P063,Male,Female,Law,8.0
S00716,P043,Male,Male,Engineering,6.4
S00145,P008,Female,Female,Economics,9.6
S01322,P075,Female,Male,Law,8.8
S01810,P106,Female,Female,Translation,7.8
S01888,P111,Female,Female,Translation,6.9
S01250,P072,Female,Male,Law,9.3
S00338,P019,Male,Male,Economics,7.6
S01854,P109,Male,Female,Translation,9.1
S01031,P061,Male,Female,Law,8.3
S00504,P030,Male,Male,Economics,8.2
S01129,P065,Female,Female,Law,7.8
S00371,P021,Female,Male,Economics,9.8
S01173,P067,Female,Male,Law,7.6
S01109,P064,Female,Female,Law,10.0
S01047,P061,Male,Female,Law,9.1
S02152,P124,Male,Male,Translation,7.0
S00640,P039,Male,Male,Engineering,6.5
S01982,P116,Male,Female,Translation,7.9
S01015,P060,Female,Female,Law,10.0
S00555,P033,Male,Female,Engineering,8.2
S01692,P097,Male,Male,Humanities,7.5
S01894,P111,Male,Female,Translation,6.1
S02132,P123,Male,Male,Translation,8.3
S00057,P003,Female,Female,Economics,4.8
S00584,P036,Male,Male,Engineering,10.0
S00670,P041,Female,Male,Engineering,8.6
S02093,P121,Female,Male,Translation,7.5
S02028,P118,Male,Female,Translation,6.7
S00871,P053,Male,Male,Engineering,6.6
S00671,P041,Female,Male,Engineering,6.5
S00998,P059,Male,Female,Law,7.3
S01773,P103,Female,Male,Humanities,8.1
S01679,P096,Male,Female,Humanities,8.3
S01162,P066,Male,Female,Law,8.8
S02224,P128,Female,Male,Translation,7.2
S00902,P055,Female,Male,Engineering,7.6
S01893,P111,Male,Female,Translation,6.1
S02000,P117,Male,Female,Translation,10.0
S00012,P001,Male,Female,Economics,5.8
S01043,P061,Male,Female,Law,8.3
S01950,P114,Female,Female,Translation,7.8
S02022,P118,Male,Female,Translation,10.0
S00075,P005,Female,Female,Economics,8.3
S00120,P006,Female,Female,Economics,9.3
S00283,P017,Female,Male,Economics,8.6
S02119,P122,Male,Male,Translation,5.9
S00906,P055,Female,Male,Engineering,6.7
S01971,P116,Female,Female,Translation,7.9
S02202,P126,Male,Male,Translation,7.7
S01134,P065,Female,Female,Law,7.5
S01691,P097,Male,Male,Humanities,6.8
S00599,P038,Female,Male,Engineering,8.3
S00763,P046,Male,Male,Engineering,8.3
S01903,P112,Female,Female,Translation,5.5
S01484,P084,Male,Female,Humanities,8.1
S00382,P021,Male,Male,Economics,8.2
S01992,P117,Female,Female,Translation,8.0
S01479,P084,Female,Female,Humanities,7.9
S00122,P006,Female,Female,Economics,7.7
S00837,P051,Male,Male,Engineering,8.2
S01561,P088,Male,Female,Humanities,6.3
S01934,P113,Male,Female,Translation,4.7
S00377,P021,Female,Male,Economics,10.0
S00679,P041,Male,Male,Engineering,8.2
S01724,P100,Male,Male,Humanities,6.8
S01634,P093,Female,Female,Humanities,7.8
S01409,P079,Male,Male,Law,8.1
S00071,P004,Male,Female,Economics,5.3
S01442,P081,Female,Female,Humanities,8.9
S00069,P004,Male,Female,Economics,8.4
S01218,P070,Female,Male,Law,9.3
S00857,P053,Female,Male,Engineering,8.6
S00359,P021,Female,Male,Economics,10.0
S01542,P088,Female,Female,Humanities,6.0
S00686,P041,Male,Male,Engineering,9.8
S01505,P085,Male,Female,Humanities,10.0
S00707,P042,Male,Male,Engineering,7.2
S01990,P117,Female,Female,Translation,9.9
S01116,P064,Male,Female,Law,10.0
S01054,P062,Female,Female,Law,7.2
S00950,P057,Female,Female,Law,6.1
S00885,P054,Female,Male,Engineering,7.8
S01354,P077,Female,Male,Law,6.3
S01921,P112,Male,Female,Translation,6.4
S01636,P093,Female,Female,Humanities,8.4
S01664,P095,Female,Female,Humanities,9.6
S01965,P115,Male,Female,Translation,7.1
S01306,P075,Female,Male,Law,7.9
S01044,P061,Male,Female,Law,9.8
S00077,P005,Female,Female,Economics,7.7
S00721,P044,Female,Male,Engineering,4.7
S00864,P053,Male,Male,Engineering,8.9
S01124,P065,Female,Female,Law,8.0
S01386,P078,Female,Male,Law,5.9
S00016,P001,Male,Female,Economics,6.7
S00216,P013,Female,Male,Economics,8.4
S01686,P097,Female,Male,Humanities,7.7
S01379,P078,Female,Male,Law,5.7
S00464,P028,Female,Male,Economics,7.1
S02038,P119,Female,Female,Translation,5.2
S00273,P016,Female,Male,Economics,7.5
S01082,P063,Male,Female,Law,9.0
S00815,P050,Female,Male,Engineering,9.6
S00840,P052,Female,Male,Engineering,6.7
S01931,P113,Female,Female,Translation,6.0
S01309,P075,Female,Male,Law,8.7
S00107,P006,Female,Female,Economics,8.5
S02247,P128,Male,Male,Translation,7.8
S01929,P113,Female,Female,Translation,5.7
S00784,P047,Male,Male,Engineering,8.0
S02064,P120,Female,Female,Translation,9.8
S00898,P055,Female,Male,Engineering,7.3
S00400,P023,Female,Male,Economics,9.8
S01700,P098,Female,Male,Humanities,8.4
S00423,P025,Female,Male,Economics,5.7
S01234,P070,Male,Male,Law,6.4
S01874,P110,Female,Female,Translation,8.0
S01220,P070,Female,Male,Law,6.7
S00613,P038,Female,Male,Engineering,7.9
S01027,P061,Female,Female,Law,8.6
S01119,P064,Male,Female,Law,8.7
S00710,P043,Female,Male,Engineering,8.9
S01844,P109,Female,Female,Translation,7.7
S01897,P111,Male,Female,Translation,7.0
S00957,P057,Male,Female,Law,8.5
S00633,P039,Female,Male,Engineering,8.0
S01344,P076,Male,Male,Law,8.0
S01403,P079,Female,Male,Law,4.9
S00300,P017,Male,Male,Economics,7.0
S00870,P053,Male,Male,Engineering,8.6
S01321,P075,Female,Male,Law,7.9
S01458,P082,Female,Female,Humanities,9.7
S01964,P115,Male,Female,Translation,6.8
S00757,P045,Male,Male,Engineering,6.9
S02074,P120,Male,Female,Translation,8.8
S00362,P021,Female,Male,Economics,10.0
S02054,P120,Female,Female,Translation,9.3
S00799,P048,Male,Male,Engineering,8.6
S01467,P082,Male,Female,Humanities,7.9
S01452,P082,Female,Female,Humanities,6.7
S01567,P089,Male,Female,Humanities,8.3
S00802,P048,Male,Male,Engineering,8.5
S01474,P083,Male,Female,Humanities,7.6
S01053,P062,Female,Female,Law,7.7
S01028,P061,Female,Female,Law,8.1
S01390,P078,Male,Male,Law,5.9
S01064,P062,Male,Female,Law,7.4
S00581,P036,Female,Male,Engineering,10.0
S00190,P011,Female,Female,Economics,7.2
S01516,P086,Male,Female,Humanities,8.2
S01749,P101,Male,Male,Humanities,7.2
S00873,P053,Male,Male,Engineering,6.5
S01624,P092,Female,Female,Humanities,9.4
S02049,P119,Male,Female,Translation,6.0
S00002,P001,Female,Female,Economics,4.7
S00263,P016,Female,Male,Economics,6.4
S01556,P088,Male,Female,Humanities,5.4
S01586,P090,Male,Female,Humanities,6.4
S00776,P047,Female,Male,Engineering,9.9
S01798,P105,Female,Male,Humanities,6.2
S00925,P056,Female,Male,Engineering,6.7
S01887,P111,Female,Female,Translation,6.2
S02214,P127,Female,Male,Translation,8.4
S01394,P079,Female,Male,Law,5.7
S00102,P006,Female,Female,Economics,8.5
S01566,P089,Female,Female,Humanities,7.2
S01006,P060,Female,Female,Law,8.5
S00667,P040,Male,Male,Engineering,8.2
S01259,P072,Female,Male,Law,7.5
S02229,P128,Female,Male,Translation,8.1
S02086,P121,Female,Male,Translation,8.9
S00450,P027,Female,Male,Economics,6.2
S00082,P005,Female,Female,Economics,10.0
S00199,P011,Male,Female,Economics,6.8
S00712,P043,Male,Male,Engineering,6.4
S01684,P097,Female,Male,Humanities,5.7
S01589,P090,Male,Female,Humanities,6.3
S01066,P063,Female,Female,Law,8.9
S02004,P117,Male,Female,Translation,10.0
S00248,P015,Female,Male,Economics,6.1
S01961,P115,Male,Female,Translation,8.2
S00163,P009,Female,Female,Economics,8.4
S01591,P090,Male,Female,Humanities,6.0
S01183,P068,Female,Male,Law,9.6
S01683,P097,Female,Male,Humanities,7.5
S00621,P038,Male,Male,Engineering,8.3
S02034,P119,Female,Female,Translation,6.4
S00722,P044,Female,Male,Engineering,8.2
S01180,P067,Male,Male,Law,7.5
S01406,P079,Male,Male,Law,6.1
S01038,P061,Male,Female,Law,8.9
S00042,P002,Male,Female,Economics,5.6
S00397,P023,Female,Male,Economics,9.4
S00440,P027,Female,Male,Economics,7.3
S01383,P078,Female,Male,Law,6.2
S01543,P088,Female,Female,Humanities,8.3
S02015,P118,Female,Female,Translation,9.6
S01649,P094,Female,Female,Humanities,9.2
S00717,P043,Male,Male,Engineering,8.9
S01593,P090,Male,Female,Humanities,5.4
S00789,P048,Female,Male,Engineering,8.0
S00596,P037,Male,Male,Engineering,9.0
S00980,P058,Male,Female,Law,8.2
S02188,P126,Female,Male,Translation,7.9
S00903,P055,Female,Male,Engineering,8.0
S00387,P022,Female,Male,Economics,7.9
S01642,P093,Female,Female,Humanities,6.9
S00020,P002,Female,Female,Economics,4.3
S00624,P038,Male,Male,Engineering,8.2
S02122,P123,Female,Male,Translation,4.7
S00879,P054,Female,Male,Engineering,7.3
S02123,P123,Female,Male,Translation,6.9
S01704,P098,Male,Male,Humanities,7.7
S02048,P119,Male,Female,Translation,5.8
S02014,P118,Female,Female,Translation,6.7
S01331,P076,Female,Male,Law,7.6
S01889,P111,Male,Female,Translation,7.8
S01820,P107,Female,Female,Translation,5.2
S00017,P001,Male,Female,Economics,8.0
S00561,P034,Female,Female,Engineering,6.1
S00833,P051,Male,Male,Engineering,6.2
S01391,P078,Male,Male,Law,6.8
S01632,P092,Male,Female,Humanities,8.7
S02223,P128,Female,Male,Translation,6.9
S00158,P009,Female,Female,Economics,8.7
S00277,P016,Male,Male,Economics,5.0
S00093,P005,Male,Female,Economics,9.6
S01042,P061,Male,Female,Law,6.6
S00115,P006,Female,Female,Economics,7.5
S00965,P058,Female,Female,Law,9.2
S00384,P021,Male,Male,Economics,10.0
S00420,P025,Female,Male,Economics,5.9
S01815,P106,Male,Female,Translation,7.9
S00389,P022,Female,Male,Economics,7.7
S02135,P124,Female,Male,Translation,7.7
S01568,P089,Male,Female,Humanities,8.2
S00306,P017,Male,Male,Economics,8.4
S00291,P017,Female,Male,Economics,8.1
S01238,P071,Female,Male,Law,8.8
S00370,P021,Female,Male,Economics,10.0
S00562,P034,Female,Female,Engineering,6.6
S01172,P066,Male,Female,Law,8.3
S01905,P112,Female,Female,Translation,5.4
S00617,P038,Male,Male,Engineering,8.3
S01594,P090,Male,Female,Humanities,6.1
S01377,P078,Female,Male,Law,5.2
S00258,P015,Male,Male,Economics,7.6
S01143,P065,Female,Female,Law,7.9
S01254,P072,Female,Male,Law,7.2
S00755,P045,Male,Male,Engineering,8.0
S00217,P013,Female,Male,Economics,8.5
S00035,P002,Male,Female,Economics,6.2
S00274,P016,Female,Male,Economics,8.2
S01514,P086,Male,Female,Humanities,7.9
S02078,P120,Male,Female,Translation,8.8
S01756,P102,Female,Male,Humanities,9.0
S02070,P120,Male,Female,Translation,6.6
S02213,P127,Female,Male,Translation,5.8
S01057,P062,Male,Female,Law,8.3
S01475,P083,Male,Female,Humanities,7.1
S01743,P101,Female,Male,Humanities,7.5
S01861,P110,Female,Female,Translation,8.8
S02120,P123,Female,Male,Translation,7.0
S00342,P019,Male,Male,Economics,6.3
S01553,P088,Male,Female,Humanities,6.5
S02137,P124,Female,Male,Translation,7.7
S00735,P044,Female,Male,Engineering,8.2
S01986,P117,Female,Female,Translation,9.5
S01343,P076,Male,Male,Law,6.4
S00939,P056,Male,Male,Engineering,7.9
S00706,P042,Female,Male,Engineering,8.8
S01941,P113,Male,Female,Translation,5.2
S02104,P121,Male,Male,Translation,6.1
S01104,P064,Female,Female,Law,8.5
S02083,P121,Female,Male,Translation,6.0
S01453,P082,Female,Female,Humanities,6.0
S00918,P055,Female,Male,Engineering,9.1
S00641,P039,Male,Male,Engineering,7.8
S01198,P069,Female,Male,Law,6.4
S01899,P111,Male,Female,Translation,6.8
S01628,P092,Male,Female,Humanities,7.7
S01299,P074,Male,Male,Law,8.3
S00830,P051,Female,Male,Engineering,6.6
S02009,P118,Female,Female,Translation,8.7
S00442,P027,Female,Male,Economics,5.9
S00211,P012,Male,Male,Economics,8.7
S00708,P042,Male,Male,Engineering,7.1
S01574,P090,Female,Female,Humanities,7.2
S00232,P014,Female,Male,Economics,9.0
S01158,P066,Female,Female,Law,9.5
S00005,P001,Female,Female,Economics,7.0
S00352,P020,Male,Male,Economics,7.2
S00602,P038,Female,Male,Engineering,6.7
S00955,P057,Male,Female,Law,9.5
S00275,P016,Female,Male,Economics,6.2
S01464,P082,Male,Female,Humanities,6.6
S00934,P056,Female,Male,Engineering,7.1
S01547,P088,Female,Female,Humanities,7.7
S00681,P041,Male,Male,Engineering,7.7
S00367,P021,Female,Male,Economics,10.0
S00761,P046,Female,Male,Engineering,5.4
S01136,P065,Female,Female,Law,8.1
S00409,P024,Female,Male,Economics,6.3
S02180,P125,Male,Male,Translation,9.8
S01558,P088,Male,Female,Humanities,8.4
S01576,P090,Female,Female,Humanities,5.6
S00891,P054,Male,Male,Engineering,9.9
S00103,P006,Female,Female,Economics,9.2
S01637,P093,Female,Female,Humanities,7.9
S00038,P002,Male,Female,Economics,6.1
S01770,P103,Female,Male,Humanities,10.0
S00603,P038,Female,Male,Engineering,7.5
S01520,P087,Female,Female,Humanities,6.2
S00056,P003,Female,Female,Economics,5.8
S01799,P105,Female,Male,Humanities,9.3
S00244,P014,Male,Male,Economics,6.0
S01337,P076,Male,Male,Law,5.9
S01519,P087,Female,Female,Humanities,8.9
S00744,P045,Female,Male,Engineering,8.2
S00054,P003,Female,Female,Economics,5.8
S02002,P117,Male,Female,Translation,7.2
S00811,P049,Male,Male,Engineering,9.1
S00943,P056,Male,Male,Engineering,6.8
S02127,P123,Female,Male,Translation,5.9
S01549,P088,Female,Female,Humanities,7.1
S01699,P098,Female,Male,Humanities,8.5
S01674,P096,Male,Female,Humanities,8.8
S02091,P121,Female,Male,Translation,5.7
S02168,P125,Male,Male,Translation,8.0
S00380,P021,Male,Male,Economics,9.9
S00954,P057,Female,Female,Law,8.3
S00127,P007,Female,Female,Economics,8.5
S01824,P107,Female,Female,Translation,10.0
S01676,P096,Male,Female,Humanities,8.1
S00942,P056,Male,Male,Engineering,7.7
S00414,P024,Female,Male,Economics,5.3
S02153,P124,Male,Male,Translation,8.6
S01237,P071,Female,Male,Law,9.1
S00366,P021,Female,Male,Economics,9.8
S01985,P117,Female,Female,Translation,8.5
S00728,P044,Female,Male,Engineering,7.1
S01523,P087,Female,Female,Humanities,5.6
S01398,P079,Female,Male,Law,7.7
S01719,P100,Female,Male,Humanities,6.5
S01486,P084,Male,Female,Humanities,9.4
S01221,P070,Female,Male,Law,7.1
S00749,P045,Female,Male,Engineering,6.8
S01073,P063,Female,Female,Law,8.9
S01410,P079,Male,Male,Law,5.3
S00309,P017,Male,Male,Economics,8.1
S00179,P010,Female,Female,Economics,8.0
S00014,P001,Male,Female,Economics,5.6
S00853,P053,Female,Male,Engineering,8.9
S00826,P050,Male,Male,Engineering,8.3
S02140,P124,Female,Male,Translation,7.5
S00176,P010,Female,Female,Economics,7.6
S01091,P063,Male,Female,Law,7.1
S00530,P032,Female,Female,Engineering,6.5
S00760,P046,Female,Male,Engineering,7.8
S00357,P021,Female,Male,Economics,8.7
S00875,P054,Female,Male,Engineering,9.4
S01918,P112,Female,Female,Translation,6.2
S00480,P029,Female,Male,Economics,5.6
S00474,P029,Female,Male,Economics,5.9
S01115,P064,Female,Female,Law,8.1
S01633,P092,Male,Female,Humanities,6.5
S00759,P046,Female,Male,Engineering,8.4
S00769,P046,Male,Male,Engineering,6.6
S01340,P076,Male,Male,Law,5.1
S01200,P069,Female,Male,Law,6.5
S01639,P093,Female,Female,Humanities,8.7
S00526,P032,Female,Female,Engineering,6.1
S00834,P051,Male,Male,Engineering,5.7
S01150,P066,Female,Female,Law,7.8
S00988,P059,Female,Female,Law,6.7
S00882,P054,Female,Male,Engineering,8.4
S00571,P035,Female,Female,Engineering,8.3
S02066,P120,Female,Female,Translation,9.0
S00893,P054,Male,Male,Engineering,6.5
S01349,P077,Female,Male,Law,6.6
S00730,P044,Female,Male,Engineering,6.3
S02169,P125,Male,Male,Translation,6.6
S00060,P003,Male,Female,Economics,6.2
S00610,P038,Female,Male,Engineering,9.0
S00732,P044,Female,Male,Engineering,6.4
S00091,P005,Male,Female,Economics,8.0
S02043,P119,Female,Female,Translation,5.5
S00379,P021,Male,Male,Economics,10.0
S00699,P042,Female,Male,Engineering,7.4
S02145,P124,Female,Male,Translation,9.6
S00851,P053,Female,Male,Engineering,8.6
S01651,P094,Female,Female,Humanities,8.6
S01643,P093,Female,Female,Humanities,6.7
S00230,P014,Female,Male,Economics,7.9
S00022,P002,Female,Female,Economics,4.9
S00401,P023,Female,Male,Economics,10.0
S02110,P122,Female,Male,Translation,7.8
S02235,P128,Female,Male,Translation,6.1
S01303,P074,Male,Male,Law,6.4
S00551,P033,Female,Female,Engineering,9.1
S01791,P104,Male,Male,Humanities,10.0
S01362,P077,Female,Male,Law,6.8
S00697,P042,Female,Male,Engineering,7.5
S02165,P125,Female,Male,Translation,10.0
S01603,P091,Female,Female,Humanities,7.8
S00913,P055,Female,Male,Engineering,10.0
S02192,P126,Female,Male,Translation,6.9
S00656,P040,Male,Male,Engineering,8.4
S01720,P100,Female,Male,Humanities,6.8
S01511,P086,Female,Female,Humanities,6.2
S01258,P072,Female,Male,Law,9.5
S00600,P038,Female,Male,Engineering,6.5
S01447,P081,Male,Female,Humanities,8.4
S01225,P070,Female,Male,Law,7.4
S00259,P015,Male,Male,Economics,5.7
S01063,P062,Male,Female,Law,7.5
S00439,P027,Female,Male,Economics,6.3
S01426,P080,Male,Female,Humanities,8.8
S00313,P018,Female,Male,Economics,7.4
S02006,P117,Male,Female,Translation,7.8
S00032,P002,Male,Female,Economics,5.4
S00992,P059,Female,Female,Law,5.5
S00642,P039,Male,Male,Engineering,7.8
S01730,P100,Male,Male,Humanities,7.3
S00646,P040,Female,Male,Engineering,7.9
S00820,P050,Male,Male,Engineering,8.8
S02205,P127,Female,Male,Translation,7.4
S01140,P065,Female,Female,Law,8.6
S01301,P074,Male,Male,Law,7.2
S00386,P022,Female,Male,Economics,7.6
S02228,P128,Female,Male,Translation,6.7
S02012,P118,Female,Female,Translation,10.0
S00153,P008,Female,Female,Economics,6.6
S00542,P033,Female,Female,Engineering,6.8
S00015,P001,Male,Female,Economics,1.7
S00106,P006,Female,Female,Economics,8.6
S01813,P106,Female,Female,Translation,7.7
S01470,P083,Female,Female,Humanities,8.7
S00135,P007,Male,Female,Economics,7.7
S02030,P118,Male,Female,Translation,8.4
S01208,P069,Female,Male,Law,7.0
S00466,P028,Female,Male,Economics,7.8
S00531,P032,Male,Female,Engineering,7.0
S01434,P081,Female,Female,Humanities,9.4
S00785,P047,Male,Male,Engineering,10.0
S01723,P100,Female,Male,Humanities,7.6
S01485,P084,Male,Female,Humanities,7.3
S00558,P034,Female,Female,Engineering,6.3
S00080,P005,Female,Female,Economics,8.3
S01260,P072,Female,Male,Law,7.2
S01156,P066,Female,Female,Law,8.2
S01422,P080,Female,Female,Humanities,8.6
S00095,P005,Male,Female,Economics,7.3
S01333,P076,Female,Male,Law,6.4
S00579,P035,Male,Female,Engineering,6.7
S00724,P044,Female,Male,Engineering,7.5
S01157,P066,Female,Female,Law,9.2
S01978,P116,Male,Female,Translation,8.0
S01963,P115,Male,Female,Translation,7.6
S02201,P126,Male,Male,Translation,7.4
S00560,P034,Female,Female,Engineering,5.8
S00447,P027,Female,Male,Economics,4.2
S02084,P121,Female,Male,Translation,7.7
S00511,P031,Female,Female,Engineering,8.4
S00184,P010,Male,Female,Economics,5.8
S01650,P094,Female,Female,Humanities,7.8
S00169,P009,Male,Female,Economics,9.0
S01801,P105,Female,Male,Humanities,7.7
S00742,P045,Female,Male,Engineering,7.1
S01376,P078,Female,Male,Law,7.6
S01098,P064,Female,Female,Law,7.8
S01055,P062,Female,Female,Law,6.5
S01507,P086,Female,Female,Humanities,10.0
S00059,P003,Male,Female,Economics,6.8
S01283,P074,Female,Male,Law,8.1
S01968,P115,Male,Female,Translation,8.7
S01074,P063,Female,Female,Law,7.7
S00188,P011,Female,Female,Economics,7.2
S01663,P095,Female,Female,Humanities,9.9
S00518,P031,Male,Female,Engineering,9.2
S02056,P120,Female,Female,Translation,8.7
S02174,P125,Male,Male,Translation,8.7
S02245,P128,Male,Male,Translation,8.3
S01353,P077,Female,Male,Law,8.5
S00249,P015,Female,Male,Economics,7.9
S01821,P107,Female,Female,Translation,8.8
S00544,P033,Female,Female,Engineering,8.7
S02055,P120,Female,Female,Translation,8.9
S00553,P033,Male,Female,Engineering,7.5
S01933,P113,Male,Female,Translation,5.9
S01797,P105,Female,Male,Humanities,7.3
S01026,P061,Female,Female,Law,10.0
S01184,P068,Female,Male,Law,10.0
S01114,P064,Female,Female,Law,9.1
S00836,P051,Male,Male,Engineering,7.2
S00415,P024,Female,Male,Economics,6.0
S01035,P061,Male,Female,Law,8.0
S00238,P014,Male,Male,Economics,7.6
S00756,P045,Male,Male,Engineering,7.7
S00683,P041,Male,Male,Engineering,7.5
S00930,P056,Female,Male,Engineering,7.1
S00877,P054,Female,Male,Engineering,9.0
S02095,P121,Female,Male,Translation,10.0
S00872,P053,Male,Male,Engineering,6.8
S01962,P115,Male,Female,Translation,6.3
S00503,P030,Male,Male,Economics,7.8
S02053,P119,Male,Female,Translation,6.5
S01287,P074,Female,Male,Law,6.3
S02111,P122,Female,Male,Translation,8.3
S00645,P039,Male,Male,Engineering,9.2
S02243,P128,Male,Male,Translation,7.2
S00214,P012,Male,Male,Economics,6.9
S01385,P078,Female,Male,Law,6.0
S00917,P055,Female,Male,Engineering,7.9
S01784,P104,Female,Male,Humanities,9.3
S01092,P063,Male,Female,Law,8.1
S02013,P118,Female,Female,Translation,9.0
S01159,P066,Female,Female,Law,8.5
S00246,P014,Male,Male,Economics,8.3
S01494,P085,Female,Female,Humanities,9.7
S01843,P109,Female,Female,Translation,5.7
S00137,P007,Male,Female,Economics,8.0
S01883,P111,Female,Female,Translation,7.0
S01562,P088,Male,Female,Humanities,6.3
S01739,P100,Male,Male,Humanities,6.0
S00545,P033,Female,Female,Engineering,8.0
S00808,P049,Male,Male,Engineering,9.8
S00534,P032,Male,Female,Engineering,7.4
S00193,P011,Female,Female,Economics,5.9
S01399,P079,Female,Male,Law,7.1
S00499,P030,Female,Male,Economics,9.0
S00416,P024,Female,Male,Economics,5.5
S00456,P027,Female,Male,Economics,6.7
S01190,P069,Female,Male,Law,8.2
S01627,P092,Male,Female,Humanities,9.9
S00112,P006,Female,Female,Economics,7.1
S01243,P071,Female,Male,Law,8.3
S00146,P008,Female,Female,Economics,8.5
S00654,P040,Male,Male,Engineering,9.8
S01734,P100,Male,Male,Humanities,6.9
S01460,P082,Female,Female,Humanities,7.1
S00539,P032,Male,Female,Engineering,9.2
S00399,P023,Female,Male,Economics,10.0
S01178,P067,Male,Male,Law,5.7
S00223,P013,Female,Male,Economics,7.6
S01881,P111,Female,Female,Translation,8.2
S00360,P021,Female,Male,Economics,9.7
S00546,P033,Female,Female,Engineering,7.4
S01863,P110,Female,Female,Translation,8.6
S01123,P065,Female,Female,Law,8.7
S01716,P100,Female,Male,Humanities,6.4
S01768,P103,Female,Male,Humanities,9.2
S01980,P116,Male,Female,Translation,10.0
S01387,P078,Male,Male,Law,5.2
S01577,P090,Female,Female,Humanities,7.2
S00495,P030,Female,Male,Economics,7.7
S01100,P064,Female,Female,Law,8.3
S01107,P064,Female,Female,Law,8.2
S01569,P089,Male,Female,Humanities,7.1
S01487,P085,Female,Female,Humanities,8.8
S00284,P017,Female,Male,Economics,8.0
S00650,P040,Female,Male,Engineering,9.0
S00006,P001,Female,Female,Economics,6.7
S00254,P015,Male,Male,Economics,5.6
S00910,P055,Female,Male,Engineering,9.2
S00829,P051,Female,Male,Engineering,7.3
S01689,P097,Male,Male,Humanities,7.1
S01775,P103,Female,Male,Humanities,8.3
S00079,P005,Female,Female,Economics,7.6
S00669,P041,Female,Male,Engineering,7.0
S00118,P006,Female,Female,Economics,9.9
S00160,P009,Female,Female,Economics,9.0
S02134,P123,Male,Male,Translation,7.1
S00505,P030,Male,Male,Economics,8.2
S01622,P092,Female,Female,Humanities,10.0
S00173,P009,Male,Female,Economics,7.2
